age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
35,Married,5,31000,$25 - $49,15.4,Standard,College degree,10,0,2,3,m,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
28,Unmarried,0,25000,$25 - $49,13.100000000000001,Economy,Did not complete high school,7,0,2,2,f,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
65,Unmarried,16,69000,$50 - $74,34.7,Luxury,Did not complete high school,25,0,3,5,f,1,0,0,1,0,NA,1,1,1,1,1,0,1,0,1,1
28,Unmarried,3,35000,$25 - $49,17.5,Standard,High school degree,5,0,2,1,f,3,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
47,Unmarried,3,165000,$75+,83.60000000000001,Luxury,Post-undergraduate degree,10,0,2,4,f,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
44,Unmarried,1,109000,$75+,54.800000000000004,Luxury,Some college,17,0,3,2,m,3,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
42,Married,21,30000,$25 - $49,15.200000000000001,Standard,Some college,3,0,1,5,m,2,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1
49,Married,11,43000,$25 - $49,21,Standard,College degree,3,0,1,4,f,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
54,Married,14,44000,$25 - $49,21.900000000000002,Standard,High school degree,6,0,2,2,m,2,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
28,Unmarried,4,24000,Under $25,12,Economy,High school degree,8,0,2,4,f,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
55,Married,7,89000,$75+,45.300000000000004,Luxury,High school degree,5,0,2,1,f,3,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
26,Unmarried,6,65000,$50 - $74,31.900000000000002,Luxury,Post-undergraduate degree,0,0,1,1,m,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
38,Unmarried,11,126000,$75+,63.2,Luxury,Some college,16,0,3,4,f,1,1,1,0,1,NA,0,1,1,1,1,1,1,1,0,1
29,Unmarried,5,48000,$25 - $49,23.6,Standard,Some college,4,0,1,1,m,4,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
30,Married,10,20000,Under $25,9.9,Economy,High school degree,1,0,1,2,f,4,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
30,Married,0,33000,$25 - $49,16.6,Standard,Post-undergraduate degree,3,0,1,3,f,4,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
58,Unmarried,22,33000,$25 - $49,16.2,Standard,High school degree,17,0,3,2,f,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
47,Married,4,82000,$75+,41.7,Luxury,Did not complete high school,23,0,3,2,m,2,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
60,Unmarried,36,43000,$25 - $49,21.200000000000003,Standard,Did not complete high school,22,0,3,5,f,2,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1
53,Unmarried,30,105000,$75+,51.900000000000006,Luxury,Some college,23,0,3,5,m,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
38,Married,19,50000,$50 - $74,24.5,Standard,High school degree,18,0,3,3,f,4,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
31,Married,3,49000,$25 - $49,24,Standard,College degree,2,0,1,4,f,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
75,Unmarried,28,12000,Under $25,5.800000000000001,Economy,Did not complete high school,23,1,3,5,f,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
54,Unmarried,29,178000,$75+,88.60000000000001,Luxury,High school degree,11,0,2,4,f,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
41,Unmarried,19,65000,$50 - $74,33.4,Luxury,High school degree,15,0,3,5,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
31,Unmarried,4,33000,$25 - $49,16.400000000000002,Standard,Post-undergraduate degree,0,0,1,1,m,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1
45,Unmarried,8,174000,$75+,86.2,Luxury,Some college,16,0,3,5,m,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1
24,Unmarried,0,22000,Under $25,10.8,Economy,High school degree,1,0,1,3,f,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
50,Married,13,244000,$75+,74.4,Luxury,High school degree,27,0,3,4,m,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
42,Unmarried,15,20000,Under $25,10.200000000000001,Economy,College degree,3,0,1,2,f,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
22,Married,2,61000,$50 - $74,29.6,Standard,College degree,0,0,1,2,f,4,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1
29,Married,9,25000,$25 - $49,12.5,Economy,High school degree,5,0,2,3,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
43,Unmarried,14,45000,$25 - $49,21.6,Standard,Post-undergraduate degree,4,0,1,3,f,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
31,Married,11,29000,$25 - $49,14,Economy,Some college,0,0,1,1,m,4,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0
28,Unmarried,1,43000,$25 - $49,20.8,Standard,Post-undergraduate degree,1,0,1,2,f,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
28,Married,9,47000,$25 - $49,23.900000000000002,Standard,Post-undergraduate degree,0,0,1,1,f,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
41,Married,8,118000,$75+,58.900000000000006,Luxury,Post-undergraduate degree,10,0,2,3,f,5,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
52,Unmarried,19,75000,$75+,37.9,Luxury,Did not complete high school,29,0,3,3,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
45,Married,13,64000,$50 - $74,31.200000000000003,Luxury,High school degree,23,0,3,3,m,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
36,Unmarried,12,51000,$50 - $74,25.700000000000003,Standard,High school degree,13,0,2,2,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
25,Married,2,20000,Under $25,10,Economy,Did not complete high school,0,0,1,2,f,7,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
34,Married,15,33000,$25 - $49,16.900000000000002,Standard,High school degree,4,0,1,2,m,2,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
20,Married,1,30000,$25 - $49,15.100000000000001,Standard,Some college,0,0,1,3,m,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
31,Married,4,30000,$25 - $49,15.200000000000001,Standard,High school degree,7,0,2,2,f,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1
35,Married,16,48000,$25 - $49,24.200000000000003,Standard,College degree,10,0,2,4,m,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
21,Married,0,18000,Under $25,9,Economy,Some college,0,0,1,2,f,4,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
42,Unmarried,5,46000,$25 - $49,23.6,Standard,Did not complete high school,12,0,2,5,m,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
33,Unmarried,0,32000,$25 - $49,16.1,Standard,High school degree,1,0,1,1,f,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0
40,Unmarried,16,114000,$75+,57.5,Luxury,Some college,7,0,2,5,m,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
47,Married,2,58000,$50 - $74,28.6,Standard,Some college,24,0,3,2,m,4,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
65,Married,21,323000,$75+,76.3,Luxury,Did not complete high school,49,0,3,4,f,3,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
34,Unmarried,10,24000,Under $25,11.3,Economy,Some college,2,0,1,1,m,1,0,1,0,0,NA,0,0,1,1,1,0,0,0,0,1
26,Married,0,31000,$25 - $49,15.100000000000001,Standard,Did not complete high school,9,0,2,4,m,6,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
61,Married,26,23000,Under $25,11.600000000000001,Economy,High school degree,0,0,1,4,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
42,Married,3,93000,$75+,45.800000000000004,Luxury,Did not complete high school,21,0,3,4,m,5,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
59,Unmarried,36,46000,$25 - $49,22.700000000000003,Standard,Some college,15,0,3,3,m,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
36,Unmarried,4,34000,$25 - $49,16.6,Standard,High school degree,0,0,1,2,m,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1
55,Unmarried,28,197000,$75+,98.80000000000001,Luxury,High school degree,21,0,3,5,m,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1
41,Married,19,29000,$25 - $49,14.100000000000001,Economy,Some college,2,0,1,4,f,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
55,Unmarried,9,110000,$75+,56.400000000000006,Luxury,College degree,16,0,3,4,m,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
59,Married,0,37000,$25 - $49,18.400000000000002,Standard,Did not complete high school,14,0,2,2,m,4,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1
51,Unmarried,27,107000,$75+,53.1,Luxury,High school degree,11,0,2,4,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
27,Married,2,66000,$50 - $74,33.2,Luxury,College degree,1,0,1,4,m,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
57,Married,13,148000,$75+,75.8,Luxury,High school degree,26,0,3,3,m,3,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
58,Married,22,41000,$25 - $49,20.5,Standard,High school degree,2,0,1,2,m,2,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
40,Unmarried,6,25000,$25 - $49,12.100000000000001,Economy,High school degree,0,0,1,3,f,3,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
32,Married,7,37000,$25 - $49,18.5,Standard,College degree,6,0,2,4,f,2,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1
29,Unmarried,7,57000,$50 - $74,29,Standard,Post-undergraduate degree,2,0,1,2,f,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
47,Unmarried,8,36000,$25 - $49,17.6,Standard,Some college,13,0,2,5,m,4,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1
48,Unmarried,19,151000,$75+,75.5,Luxury,Did not complete high school,22,0,3,3,m,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1
54,Married,12,65000,$50 - $74,32,Luxury,College degree,2,0,1,1,m,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
42,Married,10,63000,$50 - $74,31.700000000000003,Luxury,High school degree,10,0,2,2,m,5,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1
38,Married,7,70000,$50 - $74,34.1,Luxury,High school degree,15,0,3,3,f,2,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
52,Unmarried,17,39000,$25 - $49,19.5,Standard,High school degree,8,0,2,5,m,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
56,Unmarried,37,54000,$50 - $74,26.6,Standard,Some college,8,0,2,5,m,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
19,Unmarried,0,27000,$25 - $49,13.700000000000001,Economy,High school degree,0,0,1,1,m,2,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
65,Married,9,79000,$75+,38.800000000000004,Luxury,Did not complete high school,19,0,3,3,f,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
29,Unmarried,6,48000,$25 - $49,25,Standard,High school degree,9,0,2,5,m,3,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
30,Married,10,23000,Under $25,11.3,Economy,Some college,6,0,2,2,f,2,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
41,Married,10,62000,$50 - $74,30.8,Luxury,Some college,7,0,2,3,m,2,1,1,1,0,NA,1,0,1,1,1,1,1,1,1,1
52,Married,18,134000,$75+,68.9,Luxury,High school degree,33,0,3,4,f,2,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
59,Unmarried,2,31000,$25 - $49,15.4,Standard,Did not complete high school,9,0,2,5,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
29,Unmarried,6,24000,Under $25,11.700000000000001,Economy,High school degree,8,0,2,5,m,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
51,Unmarried,14,42000,$25 - $49,20.6,Standard,College degree,7,0,2,2,m,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1
42,Unmarried,1,24000,Under $25,11.8,Economy,High school degree,2,0,1,2,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
48,Unmarried,14,126000,$75+,62.7,Luxury,High school degree,28,0,3,4,f,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,1,1
51,Unmarried,25,97000,$75+,48.300000000000004,Luxury,High school degree,28,0,3,3,m,3,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1
50,Unmarried,5,31000,$25 - $49,15.600000000000001,Standard,Did not complete high school,1,0,1,5,m,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
29,Unmarried,0,31000,$25 - $49,15.100000000000001,Standard,High school degree,6,0,2,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
46,Married,2,112000,$75+,54.6,Luxury,Did not complete high school,26,0,3,4,m,4,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
36,Unmarried,16,197000,$75+,98.2,Luxury,College degree,13,0,2,4,f,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
58,Married,5,79000,$75+,39.6,Luxury,High school degree,27,0,3,5,f,2,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
50,Married,13,44000,$25 - $49,22.6,Standard,High school degree,5,0,2,3,m,5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
32,Married,13,36000,$25 - $49,17.900000000000002,Standard,Post-undergraduate degree,2,0,1,1,m,4,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1
39,Married,10,18000,Under $25,8.8,Economy,High school degree,6,0,2,3,m,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
52,Unmarried,33,98000,$75+,47.2,Luxury,Some college,25,0,3,5,m,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
32,Married,12,18000,Under $25,9,Economy,High school degree,4,0,1,1,m,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
44,Unmarried,1,121000,$75+,61,Luxury,Some college,13,0,2,5,m,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0
37,Unmarried,7,26000,$25 - $49,13,Economy,Some college,9,0,2,5,m,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1
35,Unmarried,11,44000,$25 - $49,22.700000000000003,Standard,Did not complete high school,13,0,2,2,f,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
35,Married,11,48000,$25 - $49,24,Standard,College degree,10,0,2,2,f,3,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
46,Married,6,191000,$75+,95.5,Luxury,High school degree,18,0,3,5,f,4,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1
63,Unmarried,31,103000,$75+,51.400000000000006,Luxury,Some college,17,0,3,4,m,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1
42,Unmarried,23,28000,$25 - $49,14.100000000000001,Economy,High school degree,4,0,1,2,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
24,Unmarried,0,21000,Under $25,10.600000000000001,Economy,High school degree,3,0,1,2,f,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1
34,Unmarried,4,38000,$25 - $49,18.900000000000002,Standard,Did not complete high school,17,0,3,2,m,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0
36,Unmarried,14,23000,Under $25,11.200000000000001,Economy,Did not complete high school,5,0,2,3,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
39,Married,10,56000,$50 - $74,27.900000000000002,Standard,Some college,6,0,2,1,m,3,1,1,0,0,NA,1,1,1,1,1,0,1,1,1,0
49,Unmarried,30,98000,$75+,49.6,Luxury,Did not complete high school,22,0,3,3,f,3,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
46,Married,8,65000,$50 - $74,32.1,Luxury,Did not complete high school,17,0,3,5,m,2,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
53,Unmarried,5,192000,$75+,94.80000000000001,Luxury,Did not complete high school,27,0,3,3,f,2,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
49,Married,22,24000,Under $25,12,Economy,College degree,0,0,1,1,f,3,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0
55,Married,18,173000,$75+,86.4,Luxury,Some college,31,0,3,3,m,4,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1
25,Unmarried,1,30000,$25 - $49,14.4,Economy,High school degree,3,0,1,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
29,Married,0,29000,$25 - $49,14.700000000000001,Economy,Did not complete high school,5,0,2,2,f,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
49,Married,12,28000,$25 - $49,14.700000000000001,Economy,High school degree,6,0,2,5,m,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
47,Married,6,37000,$25 - $49,18.6,Standard,Did not complete high school,6,0,2,3,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
53,Unmarried,9,125000,$75+,63.6,Luxury,Some college,24,0,3,5,m,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1
38,Unmarried,12,49000,$25 - $49,24.6,Standard,High school degree,11,0,2,5,m,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1
47,Married,2,158000,$75+,79,Luxury,High school degree,25,0,3,3,m,2,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1
26,Married,2,29000,$25 - $49,14.700000000000001,Economy,College degree,0,0,1,2,f,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
57,Married,20,282000,$75+,69.1,Luxury,Some college,22,0,3,3,f,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
24,Married,0,78000,$75+,38.5,Luxury,College degree,0,0,1,4,m,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
25,Unmarried,3,32000,$25 - $49,15.8,Standard,Did not complete high school,8,0,2,1,m,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
54,Married,14,177000,$75+,87.60000000000001,Luxury,Did not complete high school,32,0,3,5,m,3,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
62,Unmarried,17,272000,$75+,69.1,Luxury,Some college,33,0,3,5,f,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
56,Married,30,26000,$25 - $49,13.100000000000001,Economy,College degree,3,0,1,1,m,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
26,Married,3,25000,$25 - $49,12.9,Economy,Did not complete high school,3,0,1,4,f,3,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1
26,Married,1,15000,Under $25,7.4,Economy,Did not complete high school,0,0,1,1,f,5,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
40,Married,8,68000,$50 - $74,34.2,Luxury,Did not complete high school,17,0,3,2,f,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
36,Married,12,41000,$25 - $49,20.6,Standard,College degree,6,0,2,2,m,7,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
42,Married,5,67000,$50 - $74,33.2,Luxury,High school degree,2,0,1,1,f,2,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
34,Married,13,45000,$25 - $49,23.200000000000003,Standard,High school degree,4,0,1,2,m,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
48,Married,22,44000,$25 - $49,23.1,Standard,Some college,17,0,3,2,f,2,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1
29,Married,9,136000,$75+,67.60000000000001,Luxury,Some college,8,0,2,5,f,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
36,Married,2,73000,$50 - $74,37.300000000000004,Luxury,College degree,5,0,2,2,f,6,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1
58,Married,28,73000,$50 - $74,36.800000000000004,Luxury,Some college,10,0,2,3,f,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
42,Unmarried,18,124000,$75+,61.900000000000006,Luxury,Some college,17,0,3,5,m,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1
57,Unmarried,3,80000,$75+,40.400000000000006,Luxury,College degree,20,0,3,2,f,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1
31,Married,11,68000,$50 - $74,34.1,Luxury,High school degree,6,0,2,3,m,3,0,0,0,0,NA,0,0,1,1,1,0,0,0,1,1
41,Unmarried,9,36000,$25 - $49,17.7,Standard,Did not complete high school,7,0,2,2,m,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
38,Married,14,76000,$75+,38.400000000000006,Luxury,College degree,8,0,2,4,m,4,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1
21,Married,1,27000,$25 - $49,12.8,Economy,Some college,0,0,1,2,f,4,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1
31,Married,5,44000,$25 - $49,21.6,Standard,High school degree,11,0,2,1,f,5,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1
30,Unmarried,0,38000,$25 - $49,18.8,Standard,Some college,6,0,2,3,m,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1
44,Married,23,44000,$25 - $49,21.6,Standard,Did not complete high school,15,0,3,3,f,3,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1
31,Unmarried,5,18000,Under $25,9.1,Economy,Did not complete high school,0,0,1,2,f,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
26,Married,1,18000,Under $25,8.9,Economy,College degree,1,0,1,5,m,2,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
51,Married,3,30000,$25 - $49,14.5,Economy,High school degree,12,0,2,3,f,3,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1
34,Married,13,63000,$50 - $74,32,Luxury,College degree,8,0,2,5,m,4,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
52,Married,8,34000,$25 - $49,17.3,Standard,High school degree,5,0,2,3,f,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
28,Unmarried,5,28000,$25 - $49,13.600000000000001,Economy,High school degree,0,0,1,1,m,2,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1
54,Unmarried,21,51000,$50 - $74,25.5,Standard,Some college,2,0,1,3,m,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
43,Married,9,105000,$75+,51.6,Luxury,Did not complete high school,24,0,3,5,m,6,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1
30,Married,9,29000,$25 - $49,14,Economy,College degree,2,0,1,4,f,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1
44,Unmarried,2,44000,$25 - $49,21.8,Standard,Did not complete high school,4,0,1,1,f,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1
39,Unmarried,9,55000,$50 - $74,27.1,Standard,Post-undergraduate degree,12,0,2,3,f,2,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
50,Unmarried,9,39000,$25 - $49,19.1,Standard,Did not complete high school,1,0,1,1,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
48,Unmarried,5,90000,$75+,45.1,Luxury,Did not complete high school,21,0,3,5,f,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1
43,Married,16,45000,$25 - $49,21.5,Standard,Some college,4,0,1,4,m,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
41,Married,11,92000,$75+,44.7,Luxury,College degree,16,0,3,2,m,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
45,Married,0,23000,Under $25,11.600000000000001,Economy,Did not complete high school,8,0,2,4,m,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1
37,Unmarried,1,25000,$25 - $49,12.4,Economy,High school degree,9,0,2,3,f,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
56,Married,17,62000,$50 - $74,30.900000000000002,Luxury,Did not complete high school,10,0,2,1,f,2,0,0,1,0,NA,0,1,1,1,1,0,0,0,0,0
29,Unmarried,1,31000,$25 - $49,15.200000000000001,Standard,High school degree,5,0,2,1,m,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1
54,Married,28,22000,Under $25,10.700000000000001,Economy,Some college,1,0,1,1,m,5,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1
40,Married,14,86000,$75+,43.900000000000006,Luxury,College degree,15,0,3,4,m,4,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1
48,Married,20,42000,$25 - $49,20.8,Standard,High school degree,3,0,1,5,m,5,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
50,Unmarried,10,111000,$75+,56,Luxury,Did not complete high school,22,0,3,3,m,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1
22,Unmarried,3,16000,Under $25,7.9,Economy,High school degree,3,0,1,3,f,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
26,Married,4,74000,$50 - $74,37.300000000000004,Luxury,Post-undergraduate degree,0,0,1,1,m,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
44,Married,4,77000,$75+,38.6,Luxury,High school degree,14,0,2,5,f,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
30,Married,10,24000,Under $25,13,Economy,Post-undergraduate degree,1,0,1,2,f,5,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
53,Married,16,75000,$75+,37.7,Luxury,Did not complete high school,19,0,3,2,f,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
53,Unmarried,34,140000,$75+,69.8,Luxury,Some college,19,0,3,4,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
52,Unmarried,30,40000,$25 - $49,20,Standard,High school degree,21,0,3,4,f,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
41,Unmarried,13,31000,$25 - $49,16,Standard,High school degree,0,0,1,1,f,4,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
28,Unmarried,3,22000,Under $25,11.700000000000001,Economy,High school degree,3,0,1,1,m,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1
36,Unmarried,5,96000,$75+,47.800000000000004,Luxury,Some college,9,0,2,2,m,3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
25,Unmarried,5,17000,Under $25,8.6,Economy,High school degree,3,0,1,5,m,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
77,Married,3,46000,$25 - $49,22.200000000000003,Standard,College degree,17,1,3,4,m,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1
21,Married,1,19000,Under $25,9.600000000000001,Economy,Some college,0,0,1,1,f,7,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
41,Married,6,285000,$75+,73.9,Luxury,College degree,14,0,2,4,m,4,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1
59,Unmarried,39,10000,Under $25,5.1000000000000005,Economy,Did not complete high school,6,1,2,4,m,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
56,Married,35,30000,$25 - $49,14.8,Economy,College degree,13,0,2,2,m,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
